Category,Field,Number,Name,Field + Number, 
CA,ENGL,2630,Brazil to Brooklyn: Jewish Cultures of the Americas,ENGL 2630, 
CA,ENGL,2650,Introduction to African American Literature,ENGL 2650, 
CA,ENGL,2703,Thinking Media,ENGL 2703, 
CA,ENGL,2735,"Movies, Stories, Ethics",ENGL 2735, 
CA,ENGL,2770,"Representing Racial Encounters, Encountering Racial Representations",ENGL 2770, 
CA,ENGL,2906,Punk Culture: The Aesthetics and Politics of Refusal,ENGL 2906, 
CA,ENGL,2908,The Aesthetics of Displacement,ENGL 2908, 
CA,ENGL,2910,It's All Chinese to Me,ENGL 2910, 
CA,ENGL,2935,New Visions in African Cinema,ENGL 2935, 
CA,ENGL,3240,Blood Politics: Comparative Renaissance Drama,ENGL 3240, 
CA,ENGL,3320,The World Turned Upside Down: Literature and Revolution,ENGL 3320, 
CA,ENGL,3440,"Merchants, Whalers, Pirates, Sailors: American Maritime Literature from the 19th Century and Beyond",ENGL 3440, 
CA,ENGL,3545,"Migrant, Muggle, Hobbit, Spy: English Literature from Blitz to Brexit",ENGL 3545, 
CA,ENGL,3565,Black Ecoliterature,ENGL 3565, 
CA,ENGL,3570,Colonized and Colonizer: African and European Writers in Conversation,ENGL 3570, 
CA,ENGL,3707,Hidden Identities Onscreen,ENGL 3707, 
CA,ENGL,3734,Whiteness in Literature and Popular Culture,ENGL 3734, 
CA,ENGL,3742,Africans and African Americans in Literature,ENGL 3742, 
CA,ENGL,3778,"Free Speech, Censorship, and the Age of Global Media",ENGL 3778, 
CA,ENGL,3921,Apes and Language,ENGL 3921, 
CA,ENGL,3980,Latinx Popular Culture Matters,ENGL 3980, 
CA,ENGL,4090,Theories of Popular Culture,ENGL 4090, 
CA,ENGL,4180,The Imaginary Jew: Roots of Antisemitism in Medieval England,ENGL 4180, 
CA,ENGL,4260,The Animal,ENGL 4260, 
CA,ENGL,4545,"Trauma, Encounter and Address",ENGL 4545, 
CA,ENGL,4560,The Politics and Joy in Black Women's Writing,ENGL 4560, 
CA,ENGL,4605,Black Speculative Fiction,ENGL 4605, 
CA,ENGL,4630,"Rethinking Asian American Literature: Indigeneity, Diaspora, Settler Colonialism",ENGL 4630, 
CA,ENGL,4705,Human-Centered Design and Engaged Media,ENGL 4705, 
CA,ENGL,4720,New Latinx Writing,ENGL 4720, 
CA,ENGL,4733,The Future of Whiteness,ENGL 4733, 
CA,ENGL,4757,"Be a Man! Masculinity, Race, and Nation",ENGL 4757, 
CA,ENGL,4928,Literature and Relationality,ENGL 4928, 
CA,ENGL,4995,Body Politics in African Literature and Cinema,ENGL 4995, 
CA,ENVS,2010,Discussions of Environment and Sustainability,ENVS 2010, 
CA,FGSS,2010,"Introduction to Feminist, Gender, and Sexuality Studies",FGSS 2010, 
CA,FGSS,2468,"Medicine, Culture, and Society",FGSS 2468, 
CA,FGSS,2560,Black Queer Writing and Media,FGSS 2560, 
CA,FGSS,2770,Islam and Gender,FGSS 2770, 
CA,FGSS,3000,Feminist Theory,FGSS 3000, 
CA,FGSS,3376,Digital Asia,FGSS 3376, 
CA,FGSS,3400,Refugees and the Politics of Vulnerability: Intersections of Feminist Theory and Practice,FGSS 3400, 
CA,FGSS,3470,Asian American Women's History,FGSS 3470, 
CA,FGSS,3655,Women in New Media Art,FGSS 3655, 
CA,FGSS,3707,Hidden Identities Onscreen,FGSS 3707, 
CA,FGSS,4153,Topics in Feminist Media Arts,FGSS 4153, 
CA,FGSS,4160,Gender and Sexuality in Southeast Asia,FGSS 4160, 
CA,FGSS,4292,Sexual Identities and the Media,FGSS 4292, 
CA,FGSS,4312,Synthesizing Pop: Electronics and the Musical Imagination,FGSS 4312, 
CA,FGSS,4454,"Jews, Race, and Difference",FGSS 4454, 
CA,FGSS,4458,"Girls, Women, and Education in Global Perspective: Feminist Ethnography and Praxis",FGSS 4458, 
CA,FGSS,4504,The City: Asia,FGSS 4504, 
CA,FGSS,4560,The Politics and Joy in Black Women's Writing,FGSS 4560, 
CA,FGSS,4661,"Rethinking Boundaries of the Human: Crip Ecology, Disability, and Otherness",FGSS 4661, 
CA,FGSS,4675,Pandemics Past and Pending,FGSS 4675, 
CA,FGSS,4691,"Race and Slavery, Old and Modern",FGSS 4691, 
CA,FGSS,4701,Nightlife,FGSS 4701, 
CA,FGSS,4740,"Feminism, Post-Feminism, and Cyberfeminism",FGSS 4740, 
CA,FGSS,4757,"Be a Man! Masculinity, Race, and Nation",FGSS 4757, 
CA,FGSS,4876,Humanitarian Affects,FGSS 4876, 
CA,FGSS,4945,Body Politics in African Literature and Cinema,FGSS 4945, 
CA,FGSS,4950,"Gender, Power, and Authority in England, 1600 to 1800",FGSS 4950, 
CA,FREN,1720,French Classics,FREN 1720, 
CA,FREN,2310,Introduction to French and Francophone Literature and Culture,FREN 2310, 
CA,FREN,3410,Between Two Shores: Algeria-France,FREN 3410, 
CA,FREN,3465,The Art of French Cinema,FREN 3465, 
CA,FREN,3531,Les Monstres,FREN 3531, 
CA,FREN,3580,African Sea Routes,FREN 3580, 
CA,FREN,3645,Afterlives of the French Bible,FREN 3645, 
CA,FREN,3660,Looking Back: The Poetics of Remembrance in the Francophone Imaginary,FREN 3660, 
CA,FREN,3720,French Realms of Memory,FREN 3720, 
CA,FREN,3730,Religious Violence in French and Francophone Literature,FREN 3730, 
CA,FREN,3780,What is a People? The Social Contract and its Discontents,FREN 3780, 
CA,FREN,4030,Multidirectional Maghreb,FREN 4030, 
CA,FREN,4225,Denomic Possession or Hysteria,FREN 4225, 
CA,FREN,4230,"Revolution, Sexuality, Empire in Modern French Fiction",FREN 4230, 
CA,FREN,4695,Novels of the Slave Trade and Slave Narratives,FREN 4695, 
CA,FSAD,2190,"Fashion, Aesthetics and Society",FSAD 2190, 
CA,FSAD,3200,Global Textile and Apparel Sustainability,FSAD 3200, 
CA,GERST,2000,Germany: Intercultural Context,GERST 2000, 
CA,GERST,2040,Perspectives on German Culture,GERST 2040, 
CA,GERST,2060,German in Business Culture,GERST 2060, 
CA,GERST,2700,Introduction to German Culture and Thought,GERST 2700, 
CA,GERST,2703,Thinking Media,GERST 2703, 
CA,GERST,3080,German Digital Culture,GERST 3080, 
CA,GERST,3215,Performance Theater and Politics,GERST 3215, 
CA,GERST,3290,Mean Streets: German Crime and Detective Fiction,GERST 3290, 
CA,GERST,3300,West Germany 1968-1977,GERST 3300, 
CA,GERST,3310,Come Together: Public Spaces and German Culture,GERST 3310, 
CA,GERST,3410,History Will Be Televised,GERST 3410, 
CA,GERST,3511,Media in Transit,GERST 3511, 
CA,GERST,3512,No Rest: The Exhausted Self,GERST 3512, 
CA,GERST,3525,New German Cinema,GERST 3525, 
CA,GERST,3550,Political Theory and Cinema,GERST 3550, 
CA,GERST,3581,Imagining Migration in Film and Literature,GERST 3581, 
CA,GERST,3610,Fables of Capitalism,GERST 3610, 
CA,GERST,4210,Existentialism,GERST 4210, 
CA,GERST,4250,"Marx, Nietzsche, Freud",GERST 4250, 
CA,GERST,4255,Freudo-Marxism: Theory and Praxis,GERST 4255, 
CA,GERST,4260,The Animal,GERST 4260, 
CA,GERST,4312,What was Film?,GERST 4312, 
CA,GERST,4351,Critical Theory and Climate Change,GERST 4351, 
CA,GERST,4413,Walter Benjamin,GERST 4413, 
CA,GERST,4471,Premodern-Postmodern,GERST 4471, 
CA,GOVT,1503,Introduction to Africana Studies,GOVT 1503, 
CA,GOVT,2523,Islamophobia and Judeophobia,GOVT 2523, 
CA,GOVT,3001,Constitutional Law and U.S. Politics,GOVT 3001, 
CA,GOVT,3087,International Human Rights Law and Advocacy,GOVT 3087, 
CA,GOVT,3131,"The Nature, Functions, and Limits of Law",GOVT 3131, 
CA,GOVT,3150,The American Legal System,GOVT 3150, 
CA,GOVT,3401,Refugees and the Politics of Vulnerability: Intersections of Feminist Theory and Practice,GOVT 3401, 
CA,GOVT,3566,Critical Theories of Power,GOVT 3566, 
CA,GOVT,3606,Fables of Capitalism,GOVT 3606, 
CA,GOVT,3705,Political Theory and Cinema,GOVT 3705, 
CA,GOVT,3715,Colonialism and Decolonization,GOVT 3715, 
CA,GOVT,3786,What is a People? The Social Contract and its Discontents,GOVT 3786, 
CA,GOVT,3827,China and the World,GOVT 3827, 
CA,GOVT,3967,What is China?,GOVT 3967, 
CA,GOVT,4015,Existentialism,GOVT 4015, 
CA,GOVT,4037,Making Sense of China: The Capstone Seminar,GOVT 4037, 
CA,GOVT,4265,Postcolonial Theory,GOVT 4265, 
CA,GOVT,4279,The Animal,GOVT 4279, 
CA,GOVT,4356,Race and Critical Theory,GOVT 4356, 
CA,GOVT,4723,Peace Building in Conflict Regions: Case Studies Sub-Saharan Africa Israel Palestinian Territories,GOVT 4723, 
CA,GOVT,4735,"Marx, Nietzsche, Freud",GOVT 4735, 
CA,GOVT,4745,Humanitarian Affects,GOVT 4745, 
CA,GOVT,4816,"Space, Territory, Politics",GOVT 4816, 
CA,HD,2800,Cultural Psychology,HD 2800, 
CA,HD,3110,Educational Psychology,HD 3110, 
CA,HD,4210,Native American Psychology,HD 4210, 
CA,HD,4290,Psychology and the Law: Experimental and Correlational Research,HD 4290, 
CA,HD,4410,Psychology and Culture of Human-Environment Relationships,HD 4410, 
CA,HD,4420,"Intimate Relationships: Liking, Loving, and Interpersonal Attraction",HD 4420, 
CA,HD,6410,Psychology and Culture of Human-Environment Relationships,HD 6410, 
CA,HD,6540,Creativity and Its Development,HD 6540, 
CA,HD,6625,"Moral Learning: Computation, Rationality, and Development",HD 6625, 
CA,HE,4901,Practicing Health Equity: Theory and Fieldwork in Brooklyn,HE 4901, 
CA,HEBRW,1103,Elementary Modern Hebrew III,HEBRW 1103, 
CA,HEBRW,2100,Intermediate Modern Hebrew,HEBRW 2100, 
CA,HEBRW,3101,Advanced Modern Hebrew I,HEBRW 3101, 
CA,HEBRW,3102,Advanced Modern Hebrew II,HEBRW 3102, 
CA,HEBRW,3103,Advanced Hebrew Through Media,HEBRW 3103, 
CA,HIST,1620,Histories of the Future,HIST 1620, 
CA,HIST,2742,Cultures of the Middle Ages,HIST 2742, 
CA,HIST,2885,Consumer Culture,HIST 2885, 
CA,HIST,3470,Asian American Women's History,HIST 3470, 
CA,HIST,3519,History of State and Society in Modern Iran: Through Literature and Film,HIST 3519, 
CA,HIST,3802,Race and Ethnicity in the Ancient World,HIST 3802, 
CA,HIST,4160,Gender and Sexuality in Southeast Asia,HIST 4160, 
CA,HIST,4408,Projects of Modernity in Asia,HIST 4408, 
CA,HIST,4666,Mass Media and Identities in the Modern Middle East,HIST 4666, 
CA,HIST,4950,"Gender, Power, and Authority in England, 1600 to 1800",HIST 4950, 
CA,IARD,2070,Social and Economic Dimensions of Development,IARD 2070, 
CA,INFO,1200,"Information Ethics, Law, and Policy",INFO 1200, 
CA,INFO,3200,New Media and Society,INFO 3200, 
CA,INFO,3561,Computing Cultures,INFO 3561, 
CA,INFO,3660,History and Theory of Digital Art,INFO 3660, 
CA,INFO,4240,Designing Technology for Social Impact,INFO 4240, 
CA,INFO,4250,Surveillance and Privacy,INFO 4250, 
CA,INFO,4301,"Ethics in New Media, Technology, and Communication",INFO 4301, 
CA,INFO,4360,Communication Networks and Social Capital,INFO 4360, 
CA,INFO,5301,"Ethics in New Media, Technology, and Communication",INFO 5301, 
CA,ITAL,2204,The Cinematic Eye of Italy,ITAL 2204, 
CA,ITAL,2290,Italian Mysteries,ITAL 2290, 
CA,ITAL,2900,Perspectives in Italian Culture,ITAL 2900, 
CA,ITAL,3010,Screening Cosa Nostra: The Mafia and the Movies from Scarface to The Sopranos,ITAL 3010, 
CA,ITAL,3600,"Machiavelli, Yesterday and Today",ITAL 3600, 
CA,ITAL,3720,Contemporary Populism,ITAL 3720, 
CA,ITAL,3750,Pinocchio:Adventures in Literature and Film,ITAL 3750, 
CA,ITAL,4250,Introduction to Biopolitics,ITAL 4250, 
CA,JWST,1103,Elementary Modern Hebrew III,JWST 1103, 
CA,JWST,2100,Intermediate Modern Hebrew,JWST 2100, 
CA,JWST,2167,Israeli Masculinity,JWST 2167, 
CA,JWST,2522,Drinking through the Ages: Intoxicating Beverages in Near Eastern and World History,JWST 2522, 
CA,JWST,2523,Islamophobia and Judeophobia,JWST 2523, 
CA,JWST,2630,Brazil to Brooklyn: Jewish Cultures of the Americas,JWST 2630, 
CA,JWST,2791,Sacred Books of the Jews,JWST 2791, 
CA,JWST,3101,Advanced Modern Hebrew I,JWST 3101, 
CA,JWST,3102,Advanced Modern Hebrew II,JWST 3102, 
CA,JWST,3103,Advanced Hebrew Through Media,JWST 3103, 
CA,JWST,3432,"Hasidism: History, Community, Thought",JWST 3432, 
CA,JWST,3458,"Specters: Derrida, Marx, and Other Ghosts",JWST 3458, 
CA,JWST,3471,Race and Religion,JWST 3471, 
CA,JWST,3588,Archaeology and Biblical History,JWST 3588, 
CA,JWST,3639,Cultural History of the Jews of Spain,JWST 3639, 
CA,JWST,3655,Minorities of the Middle East,JWST 3655, 
CA,JWST,3707,Hidden Identities Onscreen,JWST 3707, 
CA,JWST,3720,Women in Biblical Israel,JWST 3720, 
CA,JWST,3888,"Jews, Christians, and Others in Late Antiquity",JWST 3888, 
CA,JWST,4180,The Imaginary Jew: Roots of Antisemitism in Medieval England,JWST 4180, 
CA,JWST,4310,Methods in Medieval,JWST 4310, 
CA,JWST,4448,"Death, Dying, and the Dead",JWST 4448, 
CA,JWST,4454,"Jews, Race, and Difference",JWST 4454, 
CA,JWST,4463,Modes of Jewish Textuality,JWST 4463, 
CA,JWST,4533,The Lower East Side: Jews and the Immigrant City,JWST 4533, 
CA,JWST,4545,"Sound, Silence, and the Sacred",JWST 4545, 
CA,JWST,4550,Archaeology of the Phoenicians,JWST 4550, 
CA,JWST,4721,Peace Building in Conflict Regions: Case Studies Sub-Saharan Africa Israel Palestinian Territories,JWST 4721, 
CA,JWST,4913,Walter Benjamin,JWST 4913, 
CA,LA,2610,Fieldwork in Urban Archaeology,LA 2610, 
CA,LA,2620,Laboratory in Landscape Archaeology,LA 2620, 
CA,LA,3600,Pre-Industrial Cities and Towns in North America,LA 3600, 
CA,LA,4050,Designing Archaeological Exhibits,LA 4050, 
CA,LA,6050,Designing Archaeological Exhibits,LA 6050, 
CA,LA,6660,Pre-Industrial Cities and Towns in North America,LA 6660, 
CA,LATA,1320,Music of Latin America,LATA 1320, 
CA,LATA,1321,Music of Mexico and the Mexican Diaspora,LATA 1321, 
CA,LATA,2050,Introduction to Latin American Art,LATA 2050, 
CA,LATA,2200,Perspectives on Latin America,LATA 2200, 
CA,LATA,2240,Perspectives on the Caribbean,LATA 2240, 
CA,LATA,2800,Perspectives on Brazil,LATA 2800, 
CA,LATA,3336,Border Environments,LATA 3336, 
CA,LATA,3470,Nueva York: Caribbean Urbanisms,LATA 3470, 
CA,LATA,3480,Brazilian Culture through its Music,LATA 3480, 
CA,LATA,3565,Art and Architecture of Colonial Latin America,LATA 3565, 
CA,LATA,3566,Art and Architecture of the Pre-Columbian Americas,LATA 3566, 
CA,LATA,4155,Topics in Latin American Art,LATA 4155, 
CA,LATA,4165,Visual Encounters in the Early Modern World,LATA 4165, 
CA,LATA,4250,Time and History in Ancient Mexico,LATA 4250, 
CA,LATA,4910,Latin American Literature and Mass Media,LATA 4910, 
CA,LEAD,5223,"Lifelong Learning, Just Sustainability and Learning Ecosystems",LEAD 5223, 
CA,LGBT,2560,Black Queer Writing and Media,LGBT 2560, 
CA,LGBT,4160,Gender and Sexuality in Southeast Asia,LGBT 4160, 
CA,LGBT,4312,Synthesizing Pop: Electronics and the Musical Imagination,LGBT 4312, 
CA,LGBT,4701,Nightlife,LGBT 4701, 
CA,LGBT,4876,Humanitarian Affects,LGBT 4876, 
CA,LGBT,4945,Body Politics in African Literature and Cinema,LGBT 4945, 
CA,LING,1121,Insights into Language and Culture: Tools for the Global Learner,LING 1121, 
CA,LING,2221,Language and Society,LING 2221, 
CA,LING,2248,Native American Languages,LING 2248, 
CA,LSP,1321,Music of Mexico and the Mexican Diaspora,LSP 1321, 
CA,LSP,2100,Introduction to Latinx Studies,LSP 2100, 
CA,LSP,2320,Latino Music in the US,LSP 2320, 
CA,LSP,2433,Anthropology of Law and Politics,LSP 2433, 
CA,LSP,2721,Anthropological Representations: Ethnographies on Latino Culture,LSP 2721, 
CA,LSP,2770,"Representing Racial Encounters, Encountering Racial Representations",LSP 2770, 
CA,LSP,3336,Border Environments,LSP 3336, 
CA,LSP,3405,Multicultural Issues in Education,LSP 3405, 
CA,LSP,3470,Nueva York: Caribbean Urbanisms,LSP 3470, 
CA,LSP,3566,Art and Architecture of the Pre-Columbian Americas,LSP 3566, 
CA,LSP,3762,"Law, Latinxs, Illegality",LSP 3762, 
CA,LSP,3777,The United States,LSP 3777, 
CA,LSP,3980,Latinx Popular Culture Matters,LSP 3980, 
CA,LSP,4434,"Ethnoracial Identity in Anthropology, Language, and Law",LSP 4434, 
CA,LSP,4465,Language Ideologies and Practices,LSP 4465, 
CA,LSP,4701,Nightlife,LSP 4701, 
CA,LSP,4720,New Latinx Writing,LSP 4720, 
CA,MEDVL,2130,Cultures of the Middle Ages,MEDVL 2130, 
CA,MEDVL,2355,Introduction to Medieval Art and Culture,MEDVL 2355, 
CA,MEDVL,2770,Islam and Gender,MEDVL 2770, 
CA,MEDVL,3639,Cultural History of the Jews of Spain,MEDVL 3639, 
CA,MEDVL,4180,The Imaginary Jew: Roots of Antisemitism in Medieval England,MEDVL 4180, 
CA,MEDVL,4310,Methods in Medieval,MEDVL 4310, 
CA,MEDVL,4471,Premodern-Postmodern,MEDVL 4471, 
CA,MEDVL,4557,Desert Monasticism,MEDVL 4557, 
CA,MEDVL,4718,Data Corruption's Deep History,MEDVL 4718, 
CA,MUSIC,1212,Music on the Brain,MUSIC 1212, 
CA,MUSIC,1320,Music of Latin America,MUSIC 1320, 
CA,MUSIC,1321,Music of Mexico and the Mexican Diaspora,MUSIC 1321, 
CA,MUSIC,1330,African Music,MUSIC 1330, 
CA,MUSIC,1340,Soundscapes of Social Protest,MUSIC 1340, 
CA,MUSIC,1343,Musics in Asia,MUSIC 1343, 
CA,MUSIC,2006,Punk Culture: The Aesthetics and Politics of Refusal,MUSIC 2006, 
CA,MUSIC,2201,Introduction to Music Studies,MUSIC 2201, 
CA,MUSIC,2260,Music of the 1960's,MUSIC 2260, 
CA,MUSIC,2270,Thinking with Music,MUSIC 2270, 
CA,MUSIC,2320,Latino Music in the US,MUSIC 2320, 
CA,MUSIC,2330,Music in and of East Asia,MUSIC 2330, 
CA,MUSIC,2340,The Beatles,MUSIC 2340, 
CA,MUSIC,2350,Music of the African Diaspora,MUSIC 2350, 
CA,MUSIC,2370,Planet Rap: Where Hip Hop Came From and Where It's Going,MUSIC 2370, 
CA,MUSIC,2703,Thinking Media,MUSIC 2703, 
CA,MUSIC,3205,Cultural Studies of Music,MUSIC 3205, 
CA,MUSIC,3212,Seminar in Music Research,MUSIC 3212, 
CA,MUSIC,3317,Music in the Making and Unmaking of Race,MUSIC 3317, 
CA,MUSIC,3324,Singing from the Heart: Choral Music and the Human Experience,MUSIC 3324, 
CA,MUSIC,3432,Sound Studies: An Introduction,MUSIC 3432, 
CA,MUSIC,3480,Brazilian Culture through its Music,MUSIC 3480, 
CA,MUSIC,3490,Hip Hop in Global Perspective,MUSIC 3490, 
CA,MUSIC,4224,Mozart in Context,MUSIC 4224, 
CA,MUSIC,4233,"Music Aesthetics and Criticism: Sensation, Sympathy and Theories of Touch c. 1800",MUSIC 4233, 
CA,MUSIC,4312,Synthesizing Pop: Electronics and the Musical Imagination,MUSIC 4312, 
CA,MUSIC,4341,Writing Musical Ethnography,MUSIC 4341, 
CA,MUSIC,4345,"Sound, Silence, and the Sacred",MUSIC 4345, 
CA,NES,2008,The Aesthetics of Displacement,NES 2008, 
CA,NES,2167,Israeli Masculinity,NES 2167, 
CA,NES,2276,Sensational Religion,NES 2276, 
CA,NES,2515,Anthropology of Iran,NES 2515, 
CA,NES,2522,Drinking through the Ages: Intoxicating Beverages in Near Eastern and World History,NES 2522, 
CA,NES,2523,Islamophobia and Judeophobia,NES 2523, 
CA,NES,2546,Magic and Witchcraft in the Greco-Roman World,NES 2546, 
CA,NES,2565,Global Heritage,NES 2565, 
CA,NES,2770,Islam and Gender,NES 2770, 
CA,NES,2791,Sacred Books of the Jews,NES 2791, 
CA,NES,2985,Egyptomania? Egypt and the Greco-Roman World,NES 2985, 
CA,NES,3511,Performing Islam in Southeast Asia,NES 3511, 
CA,NES,3519,History of State and Society in Modern Iran: Through Literature and Film,NES 3519, 
CA,NES,3588,Archaeology and Biblical History,NES 3588, 
CA,NES,3639,Cultural History of the Jews of Spain,NES 3639, 
CA,NES,3655,Minorities of the Middle East,NES 3655, 
CA,NES,3720,Women in Biblical Israel,NES 3720, 
CA,NES,3750,Humanities Scholars Research Methods,NES 3750, 
CA,NES,3802,Race and Ethnicity in the Ancient World,NES 3802, 
CA,NES,3888,"Jews, Christians, and Others in Late Antiquity",NES 3888, 
CA,NES,4008,Literature and Relationality,NES 4008, 
CA,NES,4530,"The Caucasus: Captives, Cultures, Conflicts",NES 4530, 
CA,NES,4533,The Lower East Side: Jews and the Immigrant City,NES 4533, 
CA,NES,4537,Shi'ism: Poetics and Politics,NES 4537, 
CA,NES,4545,"Sound, Silence, and the Sacred",NES 4545, 
CA,NES,4550,Archaeology of the Phoenicians,NES 4550, 
CA,NES,4557,Desert Monasticism,NES 4557, 
CA,NES,4560,Theory and Method in Near Eastern Studies,NES 4560, 
CA,NES,4663,Utopia Lost? Failure and its Aftermaths,NES 4663, 
CA,NES,4666,Mass Media and Identities in the Modern Middle East,NES 4666, 
CA,NES,4691,"Race and Slavery, Old and Modern",NES 4691, 
CA,NES,4700,Methods in Medieval,NES 4700, 
CA,NES,4721,Peace Building in Conflict Regions: Case Studies Sub-Saharan Africa Israel Palestinian Territories,NES 4721, 
CA,NES,4767,Natural History of Religion,NES 4767, 
CA,NES,4913,Walter Benjamin,NES 4913, 
CA,NS,2600,Introduction to Global Health,NS 2600, 
CA,NS,4631,Global Health Practice and Policy Research in Zambia,NS 4631, 
CA,NTRES,2000,Environmental Justice,NTRES 2000, 
CA,NTRES,2320,Nature and Culture,NTRES 2320, 
CA,NTRES,3330,Ways of Knowing: Indigenous and Place-Based Ecological Knowledge,NTRES 3330, 
CA,NTRES,4000,Community-Based Research Methods in Southeast Asia,NTRES 4000, 
CA,NTRES,6330,Ways of Knowing: Indigenous and Place-Based Ecological Knowledge,NTRES 6330, 
CA,PADM,5011,Perspectives on Public Affairs,PADM 5011, 
CA,PADM,5053,Academic Writing,PADM 5053, 
CA,PADM,5055,Cross-Cultural Presentations,PADM 5055, 
CA,PADM,5382,Bridging the Gap: Connecting Research and Policy in the New York State Legislature,PADM 5382, 
CA,PADM,5456,"Comparative Public Administration: The Case of Dubai, United Arab Emirates",PADM 5456, 
CA,PADM,5634,"Corruption, Governance, and Development",PADM 5634, 
CA,PADM,5855,International Human Rights,PADM 5855, 
CA,PAM,2250,Social Problems in the United States,PAM 2250, 
CA,PAM,4160,The Ethnography of Poverty and Inequality,PAM 4160, 
CA,PERSN,1322,Intermediate Persian-Farsi I,PERSN 1322, 
CA,PERSN,2322,Intermediate Persian-Farsi II,PERSN 2322, 
CA,PHIL,2990,Foundations of Law and Society,PHIL 2990, 
CA,PLHRT,2150,"Coffee, Cloves, and Chocolate: Plant Explorers and Thieves",PLHRT 2150, 
CA,PMA,2452,Introduction to Japanese Film,PMA 2452, 
